En02;216146;3;D21;Spécialité du diplôme;DIPSCDA;LOGISTIQUE;LOGISTIQUE;-;0416;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;3;G15a;Profession de la mère;MPCLCA;VENDEUR;VENDEUR;RC*;553A;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;4;D20;Diplôme le plus élevé;DIPINTA;DNB;DNB;NULL;6400100a;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;4;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;4;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;4;G5a;Profession du père;FPCLCA;SOUDEUR;SOUDEUR;RC*;623C;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;BA10a;Profession principale;PCLCA;TECHNICIENNE DE SURFACE;TECHNICIENNE DE SURFACE;RC*;684A - Nettoyeurs;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;BA22b;Nom de l'employeur;NOMSOC;COMMUNE DE RURUTU;MAIRIE;-;-;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;BA29;Nom de l'employeur;EMPL;COMMUNE DE RURUTU;-;-;-;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;BE6a;Activité économique établissement;CACTIV;COMMERCE;COMMERCE;CCS;4711F;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;D20;Diplôme le plus élevé;DIPINTA;BEP;BEP;NULL;5100334t;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;D21;Spécialité du diplôme;DIPSCDA;RESTAURANT;RESTAURANT;-;1013;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;E12a;Activité principale année précédente;EACTIV;MAIRIE;NULL;NULL;NULL;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216146;5;G5a;Profession du père;FPCLCA;MAGASINIER;MAGASINIER;RC*;653A - Magasiniers qualifiés;31;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;1;BA10a;Profession principale;PCLCA;AGRICULTURE;AGRICULTURE;RC*;111F;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;1;BA23a;Activité économique de l'entreprise / patente;ACTIV;AGRICULTURE;AGRICULTURE;CCS;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;1;BA51;Profession dans autre activité;SPCLCA;MACON;MACON;RC*;632A - Maçons qualifiés;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;BA10a;Profession principale;PCLCA;VENDEUSE;VENDEUSE;RC*;553A;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;BA23a;Activité économique de l'entreprise / patente;ACTIV;RESTAURATION RAPIDE;RESTAURATION RAPIDE;CCS;5610C - Restauration de type rapide;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;BA51;Profession dans autre activité;SPCLCA;ARTISANE;ARTISANE;RC*;227D;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;D60;Spécialité formation non-formelle;ETMSPA;RELIGION;-;-;-;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;G15a;Profession de la mère;MPCLCA;AGRICULTRICE;AGRICULTRICE;RC*;111F;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;2;G5a;Profession du père;FPCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;BA10a;Profession principale;PCLCA;RESTAURATION;RESTAURATION;RC*;561D - Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;BA22b;Nom de l'employeur;NOMSOC;POOMA;RESTAURATION RAPIDE;-;-;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;BA23a;Activité économique de l'entreprise / patente;ACTIV;RESTAURATION RAPIDE;RESTAURATION RAPIDE;CCS;5610C - Restauration de type rapide;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;D20;Diplôme le plus élevé;DIPINTA;DNB;DNB;NULL;6400100a;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;D38;Année d'études atteinte et diplôme préparé;NIVINTA;2EME ANNEE BEP;2EME ANNEE BEP;CCS;51000;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;47;Gestionnaire 01;01;0;Enquêteur 02
En02;216147;3;G5a;Profession du père;FPCLCA;AGRICULTURE;AGRICULTURE;RC*;111F;47;Gestionnaire 01;01;0;Enquêteur 02
En01;216148;1;BA10a;Profession principale;PCLCA;AGENT MUNICIPALE;AGENT MUNICIPALE;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;BA22b;Nom de l'employeur;NOMSOC;COMMUNE;MAIRIE;-;-;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;BA29;Nom de l'employeur;EMPL;COMMUNE;-;-;-;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;BA36a;Fonction principale dans l'emploi;FON10A;POLICIER MUNICIPAL;-;-;-;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;BB3;Echelle / échelon / niveau / indice;GRADEC;GARDIEN PRINCIPAL;-;-;-;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;D20;Diplôme le plus élevé;DIPINTA;CERTIFICAT;CERTIFICAT;NULL;7510100a;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;3EME;3EME;CCS;64000;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;E12a;Activité principale année précédente;EACTIV;MAIRIE;NULL;NULL;NULL;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;1;G5a;Profession du père;FPCLCA;MACON;MACON;RC*;632A - Maçons qualifiés;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;2;C6a;Profession antérieure;APCLCA;FEMME DE MENAGE;FEMME DE MENAGE;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;2;C8;Activité principale employeur;AACTIV;SANTE;SANTE;CCS;8610Z - Activités hospitalières;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216148;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;3;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;1;C6a;Profession antérieure;APCLCA;CONSEILLERE MUNICIPALE;CONSEILLERE MUNICIPALE;RCS;333F - Personnels administratifs de catégorie A des collectivités locales et hôpitaux publics (hors Enseignement, Patrimoine);63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;1;C8;Activité principale employeur;AACTIV;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;2;C6a;Profession antérieure;APCLCA;AGENT ENTRETIEN;AGENT ENTRETIEN;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;2;C8;Activité principale employeur;AACTIV;TRAVAUX PUBLIC;TRAVAUX PUBLIC;CCS;NULL;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;3;C6a;Profession antérieure;APCLCA;ARTISANT;ARTISANT;RC*;214F;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;3;C8;Activité principale employeur;AACTIV;ARTISANAT;ARTISANAT;CCS;9411Z - Activités des organisations patronales et consulaires;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;3;D20;Diplôme le plus élevé;DIPINTA;CERTIFICAT;CERTIFICAT;NULL;7510100a;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;3;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;3;G5a;Profession du père;FPCLCA;AGENT ENTRETIEN;AGENT ENTRETIEN;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;4;BA10a;Profession principale;PCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;4;BA23a;Activité économique de l'entreprise / patente;ACTIV;AGRICULTURE;AGRICULTURE;CCS;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;4;D38;Année d'études atteinte et diplôme préparé;NIVINTA;5EME;5EME;CCS;79992;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;4;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;4;G5a;Profession du père;FPCLCA;AGENT ENTRETIEN;AGENT ENTRETIEN;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;5;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;5;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;5;G5a;Profession du père;FPCLCA;AGENT ENTRETIEN;AGENT ENTRETIEN;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;6;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216149;6;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;63;Gestionnaire 01;01;0;Enquêteur 01
En01;216150;1;C6a;Profession antérieure;APCLCA;SECRETAIRE;SECRETAIRE;RC*;523A - Adjoints administratifs de la fonction publique (y c. enseignement)*;67;Gestionnaire 01;01;0;Enquêteur 01
En01;216150;1;C8;Activité principale employeur;AACTIV;SANTE;SANTE;CCS;8610Z - Activités hospitalières;67;Gestionnaire 01;01;0;Enquêteur 01
En01;216150;1;D20;Diplôme le plus élevé;DIPINTA;BAC PRO;BAC PRO;NULL;4000312t;67;Gestionnaire 01;01;0;Enquêteur 01
En01;216150;1;D21;Spécialité du diplôme;DIPSCDA;GESTION COMMERCIALE;GESTION COMMERCIALE;-;0416;67;Gestionnaire 01;01;0;Enquêteur 01
En02;216152;1;BA10a;Profession principale;PCLCA;CHAUFFEUR;CHAUFFEUR;RC*;641A - Conducteurs routiers et grands routiers;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;BA22b;Nom de l'employeur;NOMSOC;EQUIPEMENT;TRAVAUX PUBLICS;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;BA29;Nom de l'employeur;EMPL;EQUIPEMENT;-;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;TRAVAUX PUBLICS;TRAVAUX PUBLICS;CCS;NULL;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;BB3;Echelle / échelon / niveau / indice;GRADEC;ECHELON 5;-;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;D20;Diplôme le plus élevé;DIPINTA;CAP;CAP;NULL;5000251s;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;D21;Spécialité du diplôme;DIPSCDA;MECANIQUE GENERALE;MECANIQUE GENERALE;-;0715;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;E12a;Activité principale année précédente;EACTIV;TRAVAUX PUBLICS;NULL;NULL;NULL;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;1;G5a;Profession du père;FPCLCA;CHAUFFEUR;CHAUFFEUR;RC*;641A - Conducteurs routiers et grands routiers;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;BA10a;Profession principale;PCLCA;ARTISANE;ARTISANE;RC*;214F;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;BA23a;Activité économique de l'entreprise / patente;ACTIV;ARTISANAT;ARTISANAT;CCS;9411Z - Activités des organisations patronales et consulaires;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;BA36a;Fonction principale dans l'emploi;FON10A;ARTISANE;-;-;-;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;BA51;Profession dans autre activité;SPCLCA;GARDE ENFANT;GARDE ENFANT;RCS;563A - Assistantes maternelles, gardiennes d'enfants, familles d'accueil;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;D20;Diplôme le plus élevé;DIPINTA;DNB;DNB;NULL;6400100a;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;1ERE ANNE BEP;1ERE ANNE BEP;CCS;68882;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;2;G15a;Profession de la mère;MPCLCA;TECHNICIENNE DE SURFACE;TECHNICIENNE DE SURFACE;RC*;684A - Nettoyeurs;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;C6a;Profession antérieure;APCLCA;EMPLOYE HOTEL;EMPLOYE HOTEL;RC*;561E - Employés de l'hôtellerie : réception et hall;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;C8;Activité principale employeur;AACTIV;HOTELERIE;HOTELERIE;CCS;5510Z - Hôtels et hébergement similaire;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;D20;Diplôme le plus élevé;DIPINTA;CERTIFICAT D'ETUDE;CERTIFICAT D'ETUDE;NULL;7400100a;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;D38;Année d'études atteinte et diplôme préparé;NIVINTA;4EME;4EME;CCS;79993;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;55;Gestionnaire 01;01;0;Enquêteur 02
En02;216152;3;G5a;Profession du père;FPCLCA;EMPLOYE MUNICIPAL;EMPLOYE MUNICIPAL;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);55;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;1;BA10a;Profession principale;PCLCA;ARTISANE;ARTISANE;RC*;214F;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;1;BA23a;Activité économique de l'entreprise / patente;ACTIV;ARTISANAT;ARTISANAT;CCS;9411Z - Activités des organisations patronales et consulaires;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;6EME GENERALE;6EME GENERALE;CCS;79992;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;1;D60;Spécialité formation non-formelle;ETMSPA;RELIGION;-;-;-;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;2;C6a;Profession antérieure;APCLCA;FABRICATION;FABRICATION;RC*;676E - Ouvriers non qualifiés divers de type industriel;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;2;C8;Activité principale employeur;AACTIV;ADMINISTRATION;ADMINISTRATION;CCS;8411Z - Administration publique générale;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;6EME;6EME;CCS;79992;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;2;D60;Spécialité formation non-formelle;ETMSPA;RELIGION;-;-;-;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216153;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;11;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;BA10a;Profession principale;PCLCA;INFIRMIERE;INFIRMIERE;RC*;431F - Infirmiers en soins généraux, salariés;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;BA22b;Nom de l'employeur;NOMSOC;CENTRE MEDICAL;SANTE;-;-;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;BA29;Nom de l'employeur;EMPL;CENTRE MEDICAL;-;-;-;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;SANTE;SANTE;CCS;8610Z - Activités hospitalières;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;D20;Diplôme le plus élevé;DIPINTA;DE;DE;NULL;2960331t;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;D21;Spécialité du diplôme;DIPSCDA;INFIRMIER;INFIRMIER;-;0913;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;D60;Spécialité formation non-formelle;ETMSPA;INFIRMIER;-;-;-;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;G15a;Profession de la mère;MPCLCA;INSTITUTRICE;INSTITUTRICE;RC*;421B - Professeurs des écoles;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;1;G5a;Profession du père;FPCLCA;ARCHIVE;ARCHIVE;RC*;543D;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;2;C6a;Profession antérieure;APCLCA;CUISINERE;CUISINERE;RC*;636D - Cuisiniers et commis de cuisine;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;2;C8;Activité principale employeur;AACTIV;RESTAURATION;RESTAURATION;CCS;5610A - Restauration traditionnelle;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;75;Gestionnaire 01;01;0;Enquêteur 02
En02;216154;2;G5a;Profession du père;FPCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;75;Gestionnaire 01;01;0;Enquêteur 02
En01;216155;1;BA10a;Profession principale;PCLCA;AGENT ENTRETIEN;AGENT ENTRETIEN;RC*;525C - Agents de service de la fonction publique (sauf écoles, hôpitaux);87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;BA22b;Nom de l'employeur;NOMSOC;COLLEGE DE RURUTU;EDUCATION;-;-;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;BA29;Nom de l'employeur;EMPL;COLLEGE DE RURUTU;-;-;-;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;BA32a;Activité économique de l'établissement employeur;ACTIVA;EDUCATION;EDUCATION;CCS;8531Z - Enseignement secondaire général;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;D20;Diplôme le plus élevé;DIPINTA;CFG;CFG;NULL;7510100a;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;D60;Spécialité formation non-formelle;ETMSPA;RELIGION;-;-;-;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;1;G5a;Profession du père;FPCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;BA10a;Profession principale;PCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;BA22b;Nom de l'employeur;NOMSOC;ENT ARIIRAI;AGRICULTURE;-;-;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;BA29;Nom de l'employeur;EMPL;ENT ARIIRAI;-;-;-;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;BA32a;Activité économique de l'établissement employeur;ACTIVA;AGRICULTURE;AGRICULTURE;CCS;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;BA51;Profession dans autre activité;SPCLCA;PLOMBERIE;PLOMBERIE;RC*;673C - Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;D20;Diplôme le plus élevé;DIPINTA;CFG;CFG;NULL;7510100a;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;E9a;Profession année dernière;EPCLCA;AGRICULTURE;AGRICULTURE;RC*;691E - Ouvriers agricoles sans spécialisation particulière;87;Gestionnaire 01;01;0;Enquêteur 01
En01;216155;2;G5a;Profession du père;FPCLCA;TECHNICIEN DE SURFACE;TECHNICIEN DE SURFACE;RC*;684A - Nettoyeurs;87;Gestionnaire 01;01;0;Enquêteur 01
En03;216318;1;C6a;Profession antérieure;APCLCA;COMPTABLE;COMPTABLE;RC*;451E - Autres personnels administratifs de catégorie B de l'Etat (hors Enseignement, Patrimoine, Impôts, Trésor, Douanes);47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;1;C8;Activité principale employeur;AACTIV;SANTE;SANTE;CCS;8610Z - Activités hospitalières;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;1;D20;Diplôme le plus élevé;DIPINTA;CAP;CAP;NULL;5000227s;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;1;D21;Spécialité du diplôme;DIPSCDA;FRIGORISTE;FRIGORISTE;-;0713;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;1;G5a;Profession du père;FPCLCA;POLICIER MUNICIPAL;POLICIER MUNICIPAL;RC*;531B - Agents des polices municipales*;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;2;C6a;Profession antérieure;APCLCA;ARTISANE;ARTISANE;RC*;227D;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;2;C8;Activité principale employeur;AACTIV;ARTISANAT;ARTISANAT;CCS;9411Z - Activités des organisations patronales et consulaires;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216318;2;G5a;Profession du père;FPCLCA;AGRICULTEUR;AGRICULTEUR;RC*;111F;47;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;1;D38;Année d'études atteinte et diplôme préparé;NIVINTA;1ERE ANNEE CAP;1ERE ANNEE CAP;CCS;68881;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;1;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;1;G5a;Profession du père;FPCLCA;CHAUFFEUR;CHAUFFEUR;RC*;641A - Conducteurs routiers et grands routiers;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;BA10a;Profession principale;PCLCA;MECANICIEN;MECANICIEN;RC*;634D - Mécaniciens qualifiés de maintenance, entretien : équipements non industriels;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;BA22b;Nom de l'employeur;NOMSOC;COMMUNE;MAIRIE;-;-;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;BA29;Nom de l'employeur;EMPL;COMMUNE;-;-;-;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;BA32a;Activité économique de l'établissement employeur;ACTIVA;MAIRIE;MAIRIE;CCS;8411Z - Administration publique générale;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;D38;Année d'études atteinte et diplôme préparé;NIVINTA;CM2;CM2;CCS;79991;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;2;G5a;Profession du père;FPCLCA;CHAUFFEUR;CHAUFFEUR;RC*;641A - Conducteurs routiers et grands routiers;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;3;C6a;Profession antérieure;APCLCA;PREPARATION DES CORPS;PREPARATION DES CORPS;RC*;676C - Ouvriers du tri, de l'emballage, de l'expédition, non qualifiés;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;3;C8;Activité principale employeur;AACTIV;FUNERAIRE;FUNERAIRE;CCS;NULL;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;3;D20;Diplôme le plus élevé;DIPINTA;CEP;CEP;NULL;7400100a;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;3;D21;Spécialité du diplôme;DIPSCDA;FORMATION GENERALE;FORMATION GENERALE;-;0011;99;Gestionnaire 01;01;0;Enquêteur 03
En03;216319;3;G15a;Profession de la mère;MPCLCA;ARTISANE;ARTISANE;RC*;214F;99;Gestionnaire 01;01;0;Enquêteur 03
